"","X4PSENRSTLV","X3TGPATOT","X1SES","S1FRNDCLG"
"1078","2",3.5,1.4423,1
"1079","2",4,0.8046,1
"1080","2",4,-0.2066,1
"1081","0",2.5,-0.5269,1
"1082","2",3,0.2772,1
"1083","2",3,0.3707,1
"1084","1",2.5,-0.4813,1
"1085","2",3,-0.2744,1
"1086","1",2,-0.082,1
"1087","2",3,1.4775,1
"1088","2",3.5,1.4842,1
"1089","0",3.5,0.9104,1
"1090","1",2,0.2837,1
"1092","2",4,0.8519,1
"1093","0",2.5,-0.1262,1
"1094","0",2.5,-0.5089,1
"1095","1",3,-0.2162,1
"1096","0",3.5,-0.2293,1
"1097","2",3,1.3945,1
"1098","1",3,-0.0289,1
"1099","0",3.5,-0.1427,1
"1100","2",3.5,-0.735,1
"1101","2",3.5,1.8091,1
"1102","2",3,0.5268,1
"1104","1",2.5,0.3739,1
"1105","2",3.5,-0.0251,1
"1106","2",4,-0.1972,1
"1108","0",2,-1.245,1
"1109","2",3.5,-0.0506,1
"1110","0",2,-0.406,1
"1111","2",4,0.8492,1
"1112","1",3,-0.0289,1
"1113","2",3.5,-1.5209,1
"1114","2",4,0.484,1
"1115","2",4,-0.3617,1
"1117","1",2,-1.1769,1
"1118","2",3.5,-1.1272,1
"1119","2",4,1.2786,1
"1120","2",3.5,-0.1809,1
"1121","2",4,0.8942,1
"1122","2",3.5,0.7554,1
"1123","1",3,-0.6333,1
"1124","2",3.5,1.2072,1
"1125","2",4,0.6284,1
"1127","2",3.5,0.7614,1
"1128","0",4,-0.2656,1
"1130","0",2.5,-1.2098,1
"1131","0",1,-0.6665,1
"1132","2",2.5,-0.0434,1
"1133","1",3,-0.5007,1
"1134","1",3,0.0456,1
"1135","2",4,0.9193,1
"1137","2",2.5,1.4051,1
"1138","2",3,0.2011,1
"1139","2",2.5,-0.8051,2
"1140","2",2.5,1.4893,1
"1141","1",2.5,1.1217,1
"1142","2",3.5,0.6277,1
"1143","2",3.5,0.4903,1
"1144","0",4,2.2386,1
"1145","1",2,0.5224,1
"1146","2",3.5,0.9693,1
"1147","2",4,-0.3075,1
"1148","2",4,0.3879,2
"1149","2",3,-1.7157,1
"1150","0",3,-0.8132,1
"1151","2",3.5,1.8918,1
"1152","0",3.5,-0.4613,1
"1153","2",3,1.3074,1
"1155","2",3,1.0871,1
"1156","2",4,0.5176,1
"1157","1",3,-0.3312,1
"1158","1",3,0.1032,1
"1159","2",3,-0.2634,1
"1160","0",3,0.6086,1
"1161","1",2.5,-0.4986,1
"1162","1",3.5,-0.0651,1
"1164","2",3.5,-0.2605,1
"1165","2",3.5,1.179,1
"1167","1",3,0.3008,1
"1169","2",4,1.4423,1
"1170","0",3.5,-0.7485,1
"1171","1",3,-0.2656,1
"1172","0",3,1.0039,2
"1173","2",3.5,0.8438,1
"1174","2",3,-1.1008,1
"1175","2",3.5,1.0132,1
"1176","2",2.5,-0.7901,1
"1177","2",3.5,0.625,1
"1178","2",4,2.5668,1
"1179","1",3,0.6717,1
"1180","0",1.5,-0.5493,1
"1181","1",2.5,-0.8199,1
"1182","2",3,-0.3465,1
"1183","0",3,-0.6689,1
"1184","0",3.5,-0.5863,1
"1185","1",2.5,0.757,1
"1186","2",4,0.5689,1
"1187","0",3,-0.5628,1
"1188","2",3.5,0.0917,1
"1189","0",3,0.1509,1
"1190","1",2,0.4535,1
"1191","2",3.5,-0.6854,1
"1192","0",2,-1.0868,1
"1194","0",2.5,1.5896,1
"1195","1",2.5,-0.6906,1
"1196","1",2,-0.1465,1
"1197","2",3.5,-0.5981,1
"1199","2",3,1.2255,1
"1200","0",2.5,1.102,1
"1201","0",2.5,-0.1361,2
"1203","2",4,1.562,1
"1205","1",2.5,0.5714,1
"1206","2",3,1.6169,1
"1208","1",3.5,1.1126,1
"1209","2",3.5,2.5668,1
"1210","2",3.5,1.211,1
"1211","0",3,0.6199,2
"1212","2",2.5,-0.1429,1
"1213","0",3.5,-0.0095,1
"1215","1",3,0.1198,1
"1217","2",2.5,-0.4046,1
"1218","2",3.5,0.4749,1
"1219","1",2.5,0.4358,1
"1222","2",3.5,0.212,1
"1223","2",4,-0.9559,1
"1224","2",2.5,0.2039,1
"1225","0",1.5,-0.6665,1
"1226","0",2.5,0.7875,1
"1227","1",2.5,-0.1864,1
"1228","2",4,-0.4526,1
"1229","0",3.5,0.0735,1
"1230","2",4,0.1021,1
"1231","2",3.5,1.0472,1
"1232","2",4,0.6,1
"1233","1",3,0.8504,1
"1234","2",4,1.9005,1
"1235","2",3.5,0.085,1
"1236","1",2.5,-0.9865,1
"1237","2",3.5,1.294,1
"1239","2",3,-0.1118,2
"1242","1",1,-1.044,2
"1243","0",3.5,-0.7329,1
"1244","1",2.5,-0.0115,1
"1245","2",2.5,2.1887,1
"1246","2",3.5,-0.2032,1
"1247","2",3.5,1.1188,1
"1248","0",2.5,-0.8455,2
"1249","2",3.5,1.3642,1
"1250","2",3.5,1.562,1
"1251","2",2,-0.3332,1
"1252","2",2.5,1.6007,1
"1254","2",3.5,1.6251,1
"1255","2",3,0.4731,1
"1256","2",3.5,-0.01,1
"1257","2",3.5,1.4278,1
"1258","2",2.5,0.0012,1
"1260","0",2,0.2012,1
"1261","2",3.5,0.218,2
"1262","2",4,0.4399,1
"1263","2",3.5,-0.9072,1
"1264","1",2.5,1.226,1
"1265","2",3.5,1.1923,1
"1266","2",4,1.2051,1
"1267","0",2.5,-0.8049,1
"1268","2",3.5,2.0124,1
"1269","2",3.5,0.7605,1
"1270","2",3,-0.5512,2
"1271","0",2,-0.742,1
"1272","2",3.5,1.087,1
"1273","2",2.5,0.3947,1
"1274","0",2.5,0.423,1
"1275","2",4,0.2531,1
"1276","0",3.5,0.0173,1
"1277","0",2,-1.5501,1
"1278","0",3,0.1534,1
"1280","1",3,-0.3273,1
"1281","2",3,0.2726,1
"1282","2",3.5,0.6875,1
"1283","0",1,-0.8837,1
"1284","2",3,1.3292,1
"1286","2",3.5,-0.9016,1
"1287","2",4,0.7906,1
"1290","0",2.5,0.4857,1
"1291","2",3.5,1.2592,1
"1292","2",3.5,2.2009,1
"1293","2",4,2.0785,1
"1294","1",4,0.2468,1
"1295","2",3.5,-0.0594,1
"1296","2",3.5,1.2355,1
"1297","0",3.5,1.3539,1
"1298","0",2.5,0.2108,1
"1299","0",2.5,-0.937,2
"1300","2",3.5,-0.0637,1
"1301","2",2.5,1.2293,1
"1302","2",3,0.0335,1
"1303","0",3,0.7085,1
"1304","1",2,-0.3694,2
"1306","1",3,-0.7161,1
"1307","0",2.5,-0.3332,1
"1308","2",3.5,-0.1652,1
"1310","2",3.5,0.8141,1
"1311","0",3,0.2028,1
"1312","0",3.5,0.2028,1
"1313","2",3.5,1.2121,1
"1314","2",3,0.851,1
"1316","0",3,-0.5277,1
"1317","2",4,0.9302,1
"1319","1",3.5,-0.4292,1
"1320","2",3.5,1.2984,1
"1321","2",3,0.3243,1
"1323","2",4,-0.2831,1
"1324","2",3.5,1.3845,1
"1325","1",3,0.3358,1
"1326","2",3,1.0389,1
"1327","0",2,-0.6617,2
"1328","2",4,0.7306,1
"1329","0",3.5,0.1587,2
"1330","2",3.5,0.522,1
"1331","2",3,0.369,1
"1332","2",3.5,0.3852,1
"1333","1",3,-0.8507,1
"1334","2",4,0.3202,1
"1335","1",2.5,0.937,1
"1337","2",3,-0.3298,1
"1338","0",3.5,0.8512,1
"1341","2",3.5,0.1764,1
"1342","2",3,0.6962,1
"1344","2",3.5,1.0926,1
"1345","2",2.5,0.7292,1
"1346","2",3,0.2104,1
"1347","2",3.5,0.7585,1
"1348","0",2,-0.3676,1
"1349","0",2,-0.4846,1
"1350","2",3.5,0.9523,1
"1351","2",4,-0.0339,1
"1352","0",4,1.6438,1
"1353","2",4,0.5821,1
"1354","2",3.5,-0.4584,1
"1356","2",4,1.4888,1
"1357","0",2,0.3325,1
"1358","2",3,-0.4843,1
"1359","1",2.5,-0.9534,1
"1360","1",2.5,1.3586,1
"1361","2",3.5,0.246,1
"1363","0",2.5,-0.0117,2
"1364","2",3.5,1.2556,1
"1365","0",2,0.5477,1
"1366","0",2,-0.7751,1
"1367","2",4,1.5708,1
"1368","2",3.5,1.5446,1
"1369","2",3,-0.2472,1
"1370","2",3.5,1.4549,1
"1371","0",2,0.5794,1
"1372","2",3,0.1969,2
"1374","1",3.5,-0.43,1
"1375","1",3,1.1788,1
"1376","2",2.5,0.018,1
"1378","0",2.5,0.0885,1
"1379","2",3.5,1.0955,1
"1380","0",3,-0.062,1
"1381","2",3.5,1.2029,1
"1382","2",3.5,0.6088,1
"1384","2",4,1.471,1
"1386","2",3,0.3561,1
"1387","2",3.5,0.5902,1
"1388","2",4,0.5794,1
"1389","2",3.5,0.1377,1
"1390","2",3.5,0.6697,1
"1391","2",4,-0.0714,1
"1392","2",3.5,0.5048,1
"1393","2",4,0.9546,1
"1394","1",3,0.4881,1
"1395","2",4,2.5668,1
"1396","2",3,0.7024,1
"1397","2",4,-1.3184,1
"1398","0",3.5,-0.7751,1
"1399","0",3,-0.5911,1
"1400","2",3.5,0.4193,1
"1402","1",2,0.3272,1
"1403","0",2.5,0.8753,1
"1404","1",2.5,-0.0204,1
"1405","1",3,-0.7062,1
"1406","2",4,0.1647,1
"1407","1",3,-0.197,1
"1408","0",3,0.1548,1
"1410","2",3.5,0.1691,1
"1412","1",4,1.9159,1
"1413","0",1.5,0.8259,1
"1414","1",2,-1.2098,1
"1415","2",4,-0.1779,1
"1416","0",2.5,1.2149,1
"1417","2",4,1.0191,1
"1418","1",3,1.8473,1
"1419","2",3,-0.5628,1
"1420","0",3,-0.6689,2
"1421","2",2.5,0.5874,1
"1422","2",3.5,1.1167,1
"1423","0",2.5,0.9975,1
"1424","2",3,-0.1128,1
"1425","2",2,-0.8302,1
"1426","0",2.5,-0.0643,2
"1427","2",3.5,0.7814,1
"1428","2",3.5,1.3656,1
"1429","2",4,0.5056,1
"1430","2",4,-0.2751,1
"1431","2",4,0.4191,1
"1432","0",2,-1.1135,1
"1433","2",2.5,0.2213,1
"1434","1",3.5,-0.246,1
"1435","2",3.5,1.0925,1
"1436","2",3.5,-0.0524,1
"1437","2",3.5,-0.9782,1
"1438","2",3,1.2193,1
"1439","2",2,-0.8682,1
"1440","1",2,-0.8837,1
"1441","2",1,0.4809,2
"1442","2",4,0.8177,1
"1445","1",2.5,1.012,1
"1446","2",4,0.8902,1
"1447","2",3.5,0.9078,1
"1451","2",3,-0.9617,1
"1452","2",4,0.8954,1
"1454","0",3.5,1.8783,1
"1455","2",4,0.8713,1
"1457","2",3.5,0.8963,1
"1458","1",3,-0.005,1
"1459","2",4,0.7126,1
"1460","2",3,0.6855,1
"1461","0",3,-0.4584,1
"1462","2",2,1.1101,1
"1463","0",2.5,-0.5301,1
"1464","2",2.5,0.1695,1
"1465","0",2,0.5406,1
"1467","2",4,0.9942,1
"1468","0",2,-0.482,1
"1469","2",2.5,-0.0884,1
"1471","2",4,2.5574,1
"1472","2",4,1.1766,1
"1473","1",2.5,-0.3755,1
"1475","2",4,-0.8889,1
"1476","2",3,0.4365,1
"1477","0",3,-0.7751,1
"1478","0",3,0.5048,1
"1480","0",3.5,0.5329,1
"1481","2",3.5,0.4962,1
"1482","0",3,1.1356,1
"1483","2",3,-0.2233,1
"1484","2",4,1.1209,1
"1486","0",3,0.3598,1
"1487","2",2.5,-0.0197,1
"1489","2",3.5,0.4379,1
"1490","0",2,1.3874,1
"1491","2",3,-0.0237,1
"1492","2",3.5,1.1419,1
"1493","2",3,-0.0289,1
"1494","2",3.5,-0.4992,1
"1496","1",2.5,0.5625,1
"1497","0",3,0.5472,2
"1498","1",1.5,0.5794,1
"1499","2",3.5,-0.3118,1
"1500","0",3,1.7087,1
"1501","2",3.5,1.2651,1
"1502","2",3.5,0.6636,1
"1503","2",4,-0.2366,1
"1505","0",3,-0.5032,1
"1506","2",3.5,0.3709,1
"1508","2",3.5,-0.2365,1
"1509","2",3.5,0.7876,2
"1510","2",3.5,0.3202,1
"1511","2",3.5,-0.345,1
"1513","0",3,0.6291,1
"1514","2",3.5,0.8521,1
"1516","2",4,1.2037,1
"1517","2",4,-0.0872,1
"1519","2",4,2.0218,2
"1520","2",3,0.8162,1
"1521","2",4,2.5668,1
"1523","2",2.5,1.3227,1
"1524","2",2.5,-0.9992,2
"1525","0",2,0.0735,1
"1526","2",2.5,0.7555,1
"1527","1",3.5,0.6915,1
"1528","1",3.5,-0.277,1
"1529","2",3.5,-0.0289,1
"1530","1",3.5,-0.9293,1
"1531","2",3,0.4281,1
"1532","2",3.5,0.2899,1
"1533","2",4,1.1655,1
"1534","2",3,0.1653,1
"1535","2",4,1.0248,1
"1536","2",3.5,-0.1256,1
"1537","0",3,0.3877,1
"1538","2",2.5,-0.2515,1
"1539","1",3,-0.7751,1
"1540","2",2.5,-0.9394,1
"1541","2",3.5,0.1066,1
"1544","2",3.5,2.4902,1
"1545","2",4,0.5718,1
"1546","1",2,-0.6665,1
"1547","0",2.5,-0.6094,1
"1548","2",3.5,1.1923,1
"1549","2",3.5,0.8724,1
"1550","2",3,0.001,1
"1551","2",4,-0.2262,1
"1552","2",4,0.2265,1
"1553","2",4,1.151,1
"1554","0",2.5,-0.6211,1
"1555","2",3,0.6261,1
"1556","2",3,0.8548,1
"1557","0",2.5,-0.0996,1
"1559","1",3,0.6389,1
"1560","2",2.5,0.7978,1
"1561","2",4,0.1579,1
"1562","2",4,1.5667,1
"1563","0",3.5,1.542,1
"1564","2",4,1.7484,1
"1565","1",3,-0.2033,1
"1566","0",3.5,-1.3048,1
"1567","1",3.5,-0.1293,1
"1568","2",3.5,0.6734,1
"1569","2",3.5,0.7478,1
"1570","2",3,0.2515,1
"1571","2",3,-0.4204,1
"1572","2",3.5,0.8396,1
"1573","2",4,1.3983,1
"1576","1",4,-0.5796,1
"1577","2",4,0.6776,1
"1578","0",2,0.4466,1
"1579","0",2.5,-0.5673,1
"1580","2",3.5,0.2563,1
"1581","2",3,1.2008,1
"1582","2",3.5,-0.2338,1
"1583","2",4,0.3708,1
"1585","2",4,0.7085,1
"1586","2",2.5,0.9079,1
"1587","2",3.5,0.6714,1
"1588","0",2.5,1.1841,1
"1589","2",4,1.087,1
"1591","1",3,-0.9226,1
"1592","0",2.5,-1.5655,1
"1593","1",1.5,0.4202,1
"1594","2",3,0.4509,1
"1595","0",3,-0.6655,1
"1596","0",3,-1.1828,1
"1597","2",2.5,2.1204,1
"1598","0",2.5,0.6905,2
"1599","2",4,1.7811,1
"1600","1",1.5,0.061,1
"1601","1",3,-0.0372,1
"1602","0",3.5,-0.4795,1
"1603","0",4,1.5335,1
"1604","0",3,1.6807,1
"1605","2",3.5,-0.0197,1
"1606","0",2,-0.4381,2
"1607","2",4,1.135,1
"1608","2",3,0.2958,1
"1609","2",3.5,0.2674,1
"1610","1",4,-0.1942,1
"1611","0",2.5,0.0273,1
"1612","2",2.5,-0.5064,1
"1613","2",4,1.0672,1
"1616","0",3.5,0.5239,1
"1617","2",2.5,1.3994,1
"1618","2",2.5,0.4505,1
"1619","2",3,-0.0996,1
"1620","2",3.5,1.8473,1
"1622","2",4,0.0194,1
"1623","2",3,0.9186,1
"1624","0",3.5,-0.9992,1
"1625","1",2.5,1.6024,1
"1626","2",4,-0.0205,1
"1627","2",4,1.553,1
"1629","1",2.5,1.0212,1
"1631","2",3,0.4777,1
"1632","2",4,1.1404,1
"1633","2",3,0.2948,1
"1635","2",4,-1.1308,1
"1636","2",2.5,0.6186,1
"1637","0",2,-0.5787,1
"1638","2",4,-0.7997,1
"1639","2",2.5,0.4208,1
"1640","2",3.5,0.334,1
"1641","2",3.5,1.0195,1
"1642","0",2.5,-1.1012,1
"1643","2",3.5,1.1401,1
"1644","2",4,0.87,1
"1646","1",3,-0.1642,1
"1648","2",3,0.0234,1
"1649","0",2,-0.4635,1
"1650","2",3,0.5713,1
"1651","2",3,0.1969,1
"1652","2",3.5,0.2553,1
"1653","2",4,1.1106,1
"1654","2",2.5,2.0439,1
"1655","2",3,1.97,1
"1656","2",3,0.767,1
"1657","1",3.5,0.691,1
"1658","2",3.5,0.4553,1
"1659","0",4,1.2872,1
"1660","2",4,1.1725,1
"1661","2",3.5,-0.8552,1
"1662","2",3.5,1.1475,1
"1663","2",3.5,0.3735,2
"1664","0",3.5,-0.1537,1
"1665","2",4,-0.4134,1
"1666","1",2.5,-1.3379,1
"1667","2",3.5,-0.6212,1
"1668","0",3,0.2562,1
"1669","0",2.5,-0.7847,1
"1670","2",3,0.7084,1
"1671","0",3.5,-0.0552,1
"1672","1",3.5,-0.0817,1
"1673","0",3,-0.5512,1
"1674","2",3,-1.1824,1
"1675","1",3.5,0.3212,1
"1676","0",3.5,0.0291,1
"1677","2",3.5,0.9088,1
"1678","2",2.5,0.9546,1
"1679","2",3.5,0.6725,1
"1680","2",2.5,0.2258,1
"1681","2",3.5,0.1714,1
"1682","2",3,0.8601,1
"1684","0",2.5,0.0487,1
"1685","2",3.5,-0.4185,1
"1686","2",3,0.6216,1
"1687","2",3,1.4056,1
"1688","1",1.5,-0.8837,1
"1689","2",3,-0.3307,1
"1690","2",3,0.0881,1
"1691","0",3.5,-0.1774,1
"1692","2",3.5,2.2035,1
"1693","1",3,0.1586,1
"1694","2",2.5,-0.1646,1
"1695","2",3.5,0.5855,1
"1696","0",2,1.4065,1
"1697","2",3.5,1.2983,1
"1698","2",3.5,1.0764,1
"1699","1",2,-0.6175,1
"1700","2",3.5,-1.3184,1
"1701","1",1,-0.8073,1
"1702","1",3.5,0.3735,1
"1703","2",4,0.071,1
"1704","2",3.5,-0.5981,1
"1705","2",3.5,-0.5628,1
"1706","2",4,1.1363,1
"1707","2",3,0.6154,2
"1708","0",1.5,-0.0996,1
"1709","1",3,1.474,1
"1712","2",3.5,-0.2842,1
"1713","2",3.5,0.9733,1
"1714","0",2.5,0.4462,1
"1715","0",3,-0.2063,1
"1716","2",4,1.2984,1
"1717","2",2,1.0829,1
"1718","2",3.5,0.3069,1
"1719","2",4,1.0672,1
"1720","2",3,0.8799,1
"1721","0",1.5,-0.6094,1
"1722","0",2.5,0.7037,1
"1723","2",3.5,0.9078,1
"1724","2",2.5,0.7934,1
"1725","2",3.5,-0.968,1
"1726","1",3.5,-0.584,2
"1727","1",3,-0.3265,1
"1728","2",3.5,-1.3184,1
"1729","2",3.5,1.4787,1
"1730","2",3,0.6593,1
"1731","0",3.5,0.1241,1
"1732","0",2.5,-0.3312,1
"1733","2",3.5,0.3498,1
"1735","1",3,-1.0065,1
"1736","2",3.5,0.6846,1
"1737","2",3,-1.5209,1
"1738","1",2,-0.0947,1
"1739","0",3,-0.6225,1
"1740","1",2.5,0.5875,1
"1742","0",3,-0.4398,1
"1744","2",4,-0.3289,1
"1745","2",4,0.7533,1
"1746","2",4,2.0834,1
"1749","0",3.5,0.4133,1
"1750","1",2.5,0.0882,1
"1751","2",3,1.5432,1
"1752","2",2.5,-0.2732,1
"1754","2",2,-0.2315,2
"1755","2",3.5,0.7886,1
"1756","2",4,2.4572,1
"1757","2",3,1.3527,1
"1758","2",4,-0.5458,1
"1759","2",3.5,0.984,1
"1760","0",3,0.3154,1
"1761","2",4,0.2551,1
"1763","2",4,-0.8387,1
"1764","2",3.5,0.5309,1
"1765","1",3,-0.2211,1
"1766","0",3.5,0.369,1
"1767","0",3,-0.3623,1
"1768","1",3,1.3003,1
"1769","2",2,1.4332,1
"1770","2",3.5,-0.4016,1
"1771","1",3,0.0912,1
"1772","2",4,-0.8725,1
"1773","2",2.5,0.4397,1
"1774","2",3.5,0.4536,1
"1776","2",3.5,1.3519,1
"1777","2",3,2.3821,1
"1778","2",4,2.5061,1
"1779","2",4,1.2657,1
"1780","2",3,-0.8837,1
"1781","1",3,0.1659,1
"1782","0",2.5,-0.6305,1
"1783","2",3.5,1.2004,1
"1784","2",3.5,1.2917,1
"1785","2",4,0.6389,1
"1786","2",3,0.1402,1
"1788","2",2.5,1.2461,1
"1789","0",3.5,0.6882,1
"1790","1",3,-0.8455,2
"1791","2",2,0.7936,1
"1792","0",2,0.356,1
"1793","2",3,-0.095,1
"1794","2",3.5,-0.6207,1
"1795","0",2.5,-0.0095,2
"1797","0",2.5,-0.3431,1
"1798","2",4,0.35,1
"1800","2",3,0.8381,1
"1801","2",3.5,-0.0962,1
"1802","0",2.5,-0.5585,1
"1803","0",2.5,-0.3865,1
"1804","2",3.5,0.2084,1
"1805","0",1.5,-0.8455,1
"1806","0",2.5,1.0212,1
"1808","2",3,0.9949,1
"1809","2",3.5,-0.3711,1
"1810","0",2.5,0.2031,1
"1811","0",2,-0.6665,1
"1814","0",3,-0.6003,1
"1815","2",3.5,0.4067,1
"1816","2",3.5,-0.5766,2
"1817","1",2,-1.0217,1
"1818","0",3,-1.2803,1
"1819","2",3.5,0.438,2
"1820","0",2.5,0.1753,1
"1822","1",2.5,-0.8391,1
"1823","1",3,-0.3554,1
"1824","2",2.5,1.1166,1
"1825","2",3.5,0.6782,1
"1826","2",3.5,1.3818,1
"1827","2",4,0.1587,1
"1828","2",3,-0.5149,1
"1829","0",2,0.3536,1
"1830","2",3.5,1.4654,1
"1831","2",3.5,-0.2322,1
"1832","0",2.5,0.4039,1
"1833","0",1.5,-0.6906,1
"1835","2",3.5,0.3355,1
"1836","2",3.5,0.3658,1
"1837","2",3.5,0.3982,1
"1838","2",3.5,-0.0663,1
"1839","0",2.5,0.6126,1
"1842","1",2.5,-0.4438,2
"1843","2",4,1.3854,1
"1844","2",4,0.7604,1
"1845","0",2.5,-0.326,1
"1846","2",3.5,0.7183,1
"1847","0",2.5,-0.2345,1
"1848","2",4,2.4901,1
"1849","2",3,0.1177,1
"1850","1",1,0.3183,1
"1851","2",3.5,1.8783,1
"1853","2",4,1.2773,1
"1854","2",3,1.1088,1
"1855","2",3.5,0.386,1
"1856","1",3,0.7533,1
"1857","2",4,-0.3773,1
"1859","2",3,1.8404,1
"1860","2",3.5,-0.3711,1
"1861","2",3,-0.5628,1
"1862","0",3.5,0.7844,1
"1864","2",4,1.068,1
"1866","0",3,-0.7506,1
"1867","2",4,0.2801,1
"1868","2",3.5,-0.2726,1
"1870","2",3.5,0.4609,1
"1871","1",2,-1.3419,2
"1872","2",3.5,0.8213,1
"1874","1",3.5,0.0456,1
"1875","2",2.5,-0.5277,1
"1876","2",3,-1.1388,1
"1877","2",3.5,1.8254,1
"1878","2",3,1.0729,1
"1879","2",3.5,-0.6363,1
"1880","0",2.5,-0.0506,1
"1881","1",3,0.8241,1
"1883","1",2.5,-0.8816,1
"1884","1",3,-0.9103,1
"1885","2",4,0.5289,1
"1886","0",2.5,-0.8546,1
"1887","2",3,-0.347,1
"1888","2",3.5,-0.2052,2
"1889","2",2.5,-0.8103,1
"1890","2",4,0.6925,1
"1891","2",1.5,-1.3184,1
"1894","2",3.5,0.8713,1
"1895","2",3.5,0.8677,1
"1896","2",3.5,-0.7,1
"1898","2",4,0.7453,1
"1899","0",3,-1.0868,1
"1900","2",3.5,1.8182,1
"1901","2",3,-0.0655,1
"1902","2",3.5,-0.3953,1
"1903","2",3.5,-1.245,1
"1904","2",3.5,1.2556,1
"1905","2",3,1.8929,1
"1906","2",3,1.141,1
"1907","2",3,0.6195,1
"1910","2",3.5,0.7721,1
"1911","1",3.5,0.3048,1
"1913","0",3.5,1.93,1
"1915","0",3,-1.1012,1
"1916","2",3.5,0.2899,1
"1917","2",4,-0.2605,1
"1918","2",3.5,0.6593,1
"1919","2",3.5,-0.4024,1
"1920","1",3,-0.6714,1
"1921","2",3,0.2124,1
"1922","2",4,-0.7751,1
"1924","0",2.5,1.1202,1
"1925","1",3,-0.3554,1
"1926","0",3,0.1997,1
"1928","2",3.5,1.151,1
"1929","2",4,-0.3254,1
"1931","2",3,1.6587,1
"1932","2",3,0.8303,1
"1933","2",3,0.1301,1
"1934","2",3,1.4928,1
"1935","2",3.5,0.4615,1
"1936","2",3.5,0.3676,1
"1938","0",2,0.6261,1
"1939","2",4,1.3081,1
"1940","2",3,-0.1036,1
"1941","2",3.5,-0.4003,1
"1942","0",3,-0.2903,1
"1943","2",3.5,-0.3865,1
"1944","2",4,1.2851,1
"1947","2",3.5,1.5475,1
"1949","0",4,0.5871,1
"1950","1",2.5,-0.7757,1
"1952","2",4,1.0497,1
"1953","1",2.5,-0.4992,2
"1954","2",2.5,-0.6363,2
"1955","2",3,0.0839,1
"1956","2",3.5,0.3071,1
"1957","2",2.5,0.2104,1
"1958","1",3,1.1236,1
"1959","2",3,1.5912,1
"1960","0",2.5,-0.0506,1
"1963","2",3,2.3562,1
"1964","1",3,-0.9534,1
"1965","2",3.5,-0.0096,1
"1966","2",3,1.1487,1
"1967","0",3.5,-0.0251,1
"1968","2",3.5,-0.0655,1
"1969","2",2,0.4639,1
"1970","2",3.5,1.081,1
"1971","1",2,-1.2893,1
"1973","2",4,1.7718,1
"1974","2",3,-0.2737,1
"1975","1",2.5,0.4777,1
"1976","2",2.5,-0.2019,1
"1977","2",3,1.1041,1
"1978","2",4,0.411,1
"1979","2",3,0.7921,1
"1980","1",3,-0.1124,1
"1982","0",3.5,0.7016,1
"1984","2",4,0.5755,1
"1985","0",2.5,-0.1941,1
"1986","2",3.5,1.8394,1
"1988","2",2.5,0.5117,1
"1990","2",3.5,0.1214,1
"1991","0",2,0.6455,1
"1993","2",2.5,0.6261,1
"1994","2",3.5,1.6149,1
"1995","1",3,-0.4338,1
"1996","0",2.5,-0.3362,1
"1997","2",4,0.8271,1
"1998","2",4,0.2732,1
"1999","0",3.5,-0.0109,1
"2000","2",4,1.4314,1
"2001","0",2,0.2339,1
"2002","0",3,1.3306,1
"2004","2",3.5,-0.6363,1
"2005","0",2.5,1.1982,1
"2006","0",3,0.5537,1
"2007","2",3.5,-0.1032,1
"2008","1",1.5,-0.7818,1
"2009","2",3,0.6902,1
"2010","1",2.5,0.5736,1
"2011","2",3,-0.5089,1
"2012","2",3,-0.5665,1
"2013","2",4,0.3703,1
"2014","0",3.5,0.1293,1
"2016","2",3.5,2.0124,1
"2017","0",2.5,0.6513,1
"2018","2",3,0.1003,1
"2019","0",1.5,-0.3307,1
"2020","2",3.5,1.172,1
"2022","2",2,0.9673,1
"2023","2",3.5,0.214,1
"2024","2",3,0.5939,1
"2026","2",4,2.5668,1
"2027","2",3.5,1.009,1
"2028","2",4,0.078,1
"2030","2",3,0.1251,1
"2031","2",4,1.6848,1
"2032","2",3.5,1.4372,1
"2033","2",2.5,1.6085,1
"2034","0",3,-1.3178,2
"2035","0",3,-0.7751,2
"2036","2",4,0.3101,1
"2039","0",2.5,-0.0488,1
"2040","2",3.5,-0.232,1
"2041","2",4,0.813,1
"2042","0",3,0.9376,1
"2043","2",3,0.3245,1
"2044","2",4,1.3586,1
"2045","2",3.5,-0.1561,1
"2046","1",3.5,0.142,1
"2047","0",2.5,0.1159,1
"2048","1",1.5,-0.6139,1
"2049","2",2.5,1.1839,1
"2050","2",3.5,1.171,1
"2051","1",2.5,-0.3255,1
"2052","0",3,0.4462,1
"2053","0",2,-0.87,1
"2054","2",3,1.4352,1
"2055","0",2.5,0.1859,1
"2056","2",3,-0.1506,1
"2057","2",3.5,-0.0506,1
"2058","1",3.5,1.3397,1
"2059","2",3,-0.8103,1
"2060","0",2,-0.167,1
"2061","0",3,0.2072,1
"2062","2",3.5,0.5678,1
"2063","0",4,0.5305,1
"2064","1",2,0.1377,2
"2066","2",3,-0.4948,1
"2068","0",2.5,-0.4728,1
"2069","2",2.5,0.9241,1
"2071","2",3.5,2.4364,1
"2072","1",1.5,-0.08,2
"2073","2",4,1.127,1
"2074","0",1.5,-0.6714,1
"2075","2",3,0.3183,1
"2076","2",3.5,1.0127,1
"2077","0",3,0.6306,1
